,guuid,source,sampleid,plate_code
1708,c34f78bf-b9d8-4682-94ef-6075353d95e7,HICF,HICF250_I1_E1,362_Mixd_batch35
1709,c3b60033-338d-4ee0-ad32-c316e2641969,OXFORD,L54329,OX1364_Ecol_Oxf_BLC
1710,c3cc6f04-bafb-47e2-be76-6e33284f078b,OXFORD,S47314,OX319_Ecol
1712,c3f5775e-8550-42a4-bd82-29df4069ad43,OXFORD,L26006,OX300_Ecol
1713,c4225a15-5219-4143-b355-4aff3d330f4c,APHA,MSG08-C17,OX405_Ecol
1714,c4303325-07dd-4555-9f6a-202295f05822,APHA,MSG14-C17,OX405_Ecol
1715,c49079a0-6169-4016-b1bd-968ac7caa408,HICF,HICF212_I1_E1,362_Mixd_batch35
1716,c4965a54-2d1f-422c-ba74-b45c0f725f29,APHA,MSG56-C14,OX1173_ECOL_APHA_Molsig
1717,c4cd983c-8eb5-41e6-a391-8b491ebb5787,HICF,HICF901,OX59_MIXED
1718,c4fba97b-b24d-4ef9-8176-ad817085a5e0,APHA,MSG29-C13,OX407_Ecol
1719,c50a013d-5ff2-48ca-8d49-c3fc77af8cbc,APHA,MSG48-C18,OX410_Ecol
1720,c523e54d-b036-4974-a66b-2ba9b2c99fc2,OXFORD,L34196,OX299_Ecol
1721,c5458181-c4c4-420e-808c-6280257a1fba,OXFORD,F12646,OX300_Ecol
1722,c55a054c-cbdb-4216-bc50-51a7a7db89cd,HICF,HICF802,OX58_MIXED
1723,c59349c0-f870-4305-81c3-43a1b51b5a87,APHA,MSG50-C17,OX410_Ecol
1726,c5f7412b-0a76-4e3f-a4e7-ae026d173924,OXFORD,L30823,OX299_Ecol
1727,c655ee93-d6a5-495e-8b35-4299785430f3,OXFORD,L91945,OX280_Ecol
1728,c65f924e-b3af-4ef3-af28-9c2157946737,APHA,MSG19-C16,OX405_Ecol
1730,c6bbe5d6-8365-463e-ad03-51c9d9222c5e,OXFORD,L9313,OX280_Ecol
1731,c6cce41d-1e35-474b-b2ff-004d4cbf47b6,OXFORD,L83206,OX289_Ecol
1732,c6e71725-84c8-4792-9dc1-14ee9f08261c,OXFORD,L476,OX291_Ecol
1733,c6ebf1a7-8f44-4dbd-a444-944462834bf1,APHA,MSG34-C12,OX407_Ecol
1734,c6fe6ca7-1e21-48d0-abe0-03d1a0051018,OXFORD,L33831,OX1366_Ecol_Oxf_BLC
1735,c70835af-9058-4b2c-b0af-e0937411b366,OXFORD,L51926,OX1364_Ecol_Oxf_BLC
1736,c73e05ee-1f0f-46c4-8bc9-4b05dc611303,APHA,MSG26-C14,OX406_Ecol
1737,c76e3d88-f523-42c3-9339-92fd7d842281,OXFORD,L91349,OX1365_Ecol_Oxf_BLC
1738,c79cb129-6e79-43de-9346-4369574ff139,APHA,MSG33-C16,OX407_Ecol
1740,c7b7fea2-cfa1-4c12-8008-49d44ef3c893,APHA,MSG10-C15,OX404_Ecol
1741,c7bae241-c720-484e-968f-ec3891da7a77,APHA,MSG34-C08,OX407_Ecol
1742,c7c88b0d-71b9-4b32-8ff5-adc8ac49176e,OXFORD,L36759,OX1366_Ecol_Oxf_BLC
1743,c7ce623f-2ddc-43c6-bdba-52f2c89eb894,APHA,MSG25-C02,OX406_Ecol
1744,c83e226c-3d7a-491e-a4a1-ba6ae3b536e9,OXFORD,L752,OX280_Ecol
1745,c85705b5-c4a2-4ac8-9d7a-5306961e8792,OXFORD,M38335,OX1366_Ecol_Oxf_BLC
1746,c867b4a8-c8d3-4bf8-9388-32d4e4a80c46,APHA,MSG34-C07,OX407_Ecol
1747,c8756f51-b13d-4201-b3e4-b7aa08112101,OXFORD,L36846,OX299_Ecol
1748,c8775c08-c194-4976-8d9c-5b06f5fb92f3,OXFORD,L17095,OX291_Ecol
1749,c8a9e3c8-4fa1-4efd-bb41-68f6e1dedcf0,APHA,MSG52-C09,OX410_Ecol
1750,c8cc63fc-fecb-4078-810d-f49e63950aec,HICF,HICF58_I1_E1,361_Ecol_batch15
1751,c922e475-eeb4-46f9-a446-5d3438924062,OXFORD,L85549,OX280_Ecol
1754,c9ac3259-80a2-4413-9239-72bfa1d54d39,OXFORD,L2373,OX290_Ecol
1755,c9c37fae-45b5-46b5-a22c-86d39e0dcac8,OXFORD,H17584,OX300_Ecol
1756,c9ed3c57-9f06-4f39-a28b-b7beee031279,OXFORD,L31139,OX299_Ecol
1757,c9edfd17-673c-483a-b420-e04d09e1f5a4,OXFORD,L27878,OX300_Ecol
1758,ca03ae07-72ac-48b6-bf05-d9598ae87e96,OXFORD,L78628,OX1364_Ecol_Oxf_BLC
1759,ca058861-de4f-43e2-90ec-bde6671906a6,APHA,MSG54-C10,OX410_Ecol
1760,ca213cbd-2caf-46d1-a0d7-0d49e4a3f7ba,HICF,HICF850,OX58_MIXED
1761,ca4e1311-0733-4a6e-b885-88a741c5ec61,OXFORD,L9682,OX280_Ecol
1763,ca9321c4-68f9-4761-8c3b-5eac694520ad,APHA,MSG36-C06,OX407_Ecol
1764,ca9cfec3-9d97-4857-985a-3f39b8452e49,APHA,MSG49-C07,OX410_Ecol
1765,caa34857-2d2d-450d-a402-e44d01fdf156,APHA,MSG33-C08,OX407_Ecol
1766,caa84882-f0cb-4dbb-8c0e-29a6fbe139f6,APHA,MSG31-C07,OX407_Ecol
1767,cab053c4-7853-4e50-a0a2-ea46db1aa85d,APHA,MSG30-C10,OX407_Ecol
1768,cac5d001-6a16-4529-a659-5b0bec6e918f,HICF,HICF222_I1_E1,362_Mixd_batch35
1770,cad5823a-069b-48ce-96b3-8db2722f2b4c,OXFORD,L94698,OX280_Ecol
1771,cb0f2696-8167-448a-8bf6-8a67dbd246ad,HICF,HICF12_I1_E1,374_Mixd_batch36
1772,cb16a2a4-9efb-4ce8-9ad4-0bf3ab5cdf0a,APHA,MSG38-C08,OX408_Ecol
1773,cb4300b9-9df9-4b21-99ea-e065e2849fcf,OXFORD,H13402,OX319_Ecol
1774,cb635146-6734-4e81-ada9-3b31dfc77979,APHA,MSG02-C05,OX405_Ecol
1775,cb6fbf6d-846c-4066-af39-9fc9148d4881,APHA,MSG45-C16,OX410_Ecol
1776,cb9a2550-b2e9-434b-a56a-a13f4bee35a3,OXFORD,L3647,OX291_Ecol
1777,cba3fc94-2e94-41d9-a91d-931469e83590,APHA,MSG02-C09,OX404_Ecol
1778,cbc95fbd-57e7-4337-a8ba-4fadcfcc6ae2,OXFORD,L20942,OX300_Ecol
1780,cbe09c2e-5b37-4663-9912-17c2ba847eca,HICF,HICF831,OX58_MIXED
1781,cbf8a160-b33d-4a22-8862-7676337dcec9,OXFORD,L8316,OX280_Ecol
1782,cc018e00-6900-4a1b-a1f6-1e3ee5862953,OXFORD,L20443,OX291_Ecol
1783,cc122d92-bfcf-4038-aa05-2a05b4d00d9c,APHA,MSG55-C15,OX1173_ECOL_APHA_Molsig
1784,cc4749b3-a036-4251-b1d6-b39e58991bad,OXFORD,L23744,OX290_Ecol
1785,cc511786-170b-47bf-b14c-24899387915c,HICF,HICF16_I1_E1,307_Mixd_batch32
1786,cc90fb60-1ff5-4320-b22f-af6018abefb6,APHA,MSG39-C14,OX408_Ecol
1787,cc9d4338-21d0-47e5-a3d5-7990d2ea8dee,HICF,HICF803,OX58_MIXED
1789,ccd5a695-6aca-4a8c-b586-136eb84d8050,OXFORD,L19127,OX274_Ecol
1793,cd89f191-b6b7-47b2-a3e6-f1721dfe6d31,OXFORD,L12918,OX319_Ecol
1796,ce2ede84-351b-4cdf-942d-cdd30ddc2d77,OXFORD,L26069,OX300_Ecol
1797,ce40052f-a63f-48c9-a3ef-e2a369fb3552,OXFORD,L47117,OX291_Ecol
1798,ce4936f2-16dc-4567-aa5c-e65aef56caca,OXFORD,L42226,OX1366_Ecol_Oxf_BLC
1799,ce5df2d8-2a7a-4566-8497-15a1f5958342,HICF,HICF215_I1_E1,362_Mixd_batch35
1800,cebb1745-a0f6-4765-9ee7-cb41502a9640,OXFORD,M2138,OX299_Ecol
1801,cedad354-6342-4f07-aa27-a720ec749bea,HICF,HICF147_I1_E1,361_Ecol_batch15
1802,cededa3c-6943-4a06-9318-29383d142e66,APHA,MSG20-C07,OX405_Ecol
1803,cee14498-bc04-4a27-9bb1-da52409ca297,APHA,MSG18-C11,OX404_Ecol
1804,cefcd5c0-66e6-4080-a2f5-78067599a1e1,OXFORD,L30500,OX299_Ecol
1805,cefe672d-89a9-48eb-bcc5-312eb1344aad,HICF,HICF114_I1_E1,361_Ecol_batch15
1806,cf09b6fc-6485-42bf-bcfb-984ef626164b,HICF,HICF128_I1_E1,361_Ecol_batch15
1807,cf33f2dc-01e3-4e38-8848-0821f31bc52a,OXFORD,L27309,OX1366_Ecol_Oxf_BLC
1809,cf76275a-46ea-47b6-9695-a37fac2fa3e7,OXFORD,L96877,OX280_Ecol
1810,cf800174-8474-41a9-a318-e03ee02e1641,HICF,HICF202_I1_E1,362_Mixd_batch35
1811,d056c727-21f1-49d8-abe8-bc1c4941ffc9,APHA,MSG44-C18,OX408_Ecol
1812,d05a2400-8f24-43c7-9c81-96c061d77451,APHA,MSG25-C04,OX406_Ecol
1813,d06ca63d-df5f-4064-b75f-463a1c28f142,OXFORD,L20812,OX300_Ecol
1814,d0783044-f45a-46d7-954d-d2ef42a04353,OXFORD,L60999,OX1364_Ecol_Oxf_BLC
1815,d0897c1c-3835-4519-833b-fd6510f30849,HICF,HICF141_I1_E1,361_Ecol_batch15
1816,d0910dbe-441f-4910-a0d9-b1ba2996c920,OXFORD,L45654,OX299_Ecol
1817,d0a7d503-b2f7-4aad-8c69-c08b2037a336,OXFORD,L45940,OX1366_Ecol_Oxf_BLC
1818,d0ad4ef1-3c15-4b21-856d-a78190cba12e,OXFORD,L26496,OX290_Ecol
1820,d0ccf426-c918-4c6c-86c7-3b4726596d96,APHA,MSG49-C12,OX410_Ecol
1822,d1350738-0581-446c-bdc8-331831d2fdc0,OXFORD,L47809,OX291_Ecol
1823,d15064ce-5ff7-402d-b41f-9c8c039dac0d,OXFORD,L44202,OX290_Ecol
1824,d16243fc-7112-491c-966d-8691304a121b,OXFORD,L80328_2,OX1364_Ecol_Oxf_BLC
1825,d1b15cad-e233-41a1-913c-36376f93e50a,OXFORD,L46674,OX291_Ecol
1826,d1e8e6b2-cc75-4da3-ad97-8b18555ca4d4,OXFORD,L11718,OX1365_Ecol_Oxf_BLC
1827,d1e9148b-6212-434d-9c22-446fc4f49eea,HICF,HICF132_I1_E1,361_Ecol_batch15
1828,d215be5f-7cf4-403d-b4c5-652959a87eb7,OXFORD,L8733,OX1365_Ecol_Oxf_BLC
1829,d21b7479-29b8-486c-8447-19684fe6edc9,OXFORD,F3209,OX319_Ecol
1831,d22f4cc9-ad46-4c4d-a59b-d62ade6e1ba5,OXFORD,L29027,OX290_Ecol
1832,d2579ed9-c222-4195-ae2a-6f4396cd4fcf,APHA,MSG18-C13,OX405_Ecol
1833,d2a03bcf-37ff-4875-a77f-8347bf25a870,OXFORD,L13530,OX1365_Ecol_Oxf_BLC
1834,d2a88368-592b-40c1-ad95-7b901358d55a,OXFORD,L71884,OX289_Ecol
1835,d3008a43-352e-4bb8-8c92-135c3aff35d8,APHA,MSG34-C14,OX407_Ecol
1836,d3125815-b8bd-4d6d-93aa-c928afce5dc4,HICF,HICF821,OX58_MIXED
1837,d330202e-0b03-451b-bad7-b70d2fdcc1fb,OXFORD,W26811,OX300_Ecol
1838,d33ccc17-8f3c-4c6a-b086-4920606293d1,OXFORD,L45255,OX274_Ecol
1839,d3917eb5-c9a7-4645-95bf-661f64ec2d6b,APHA,MSG55-C05,OX1173_ECOL_APHA_Molsig
1840,d3ccc1d5-d091-43dd-b0e4-312bd9c604b7,APHA,MSG52-C07,OX410_Ecol
1841,d3df685b-9459-4b43-b81b-05f0bcd5683c,APHA,MSG28-C07,OX407_Ecol
1842,d3e27093-f219-4457-be46-6ccb82484df9,HICF,HICF910,OX59_MIXED
1843,d3ee21a8-df8c-4466-856e-ac6ea5bff5fa,APHA,MSG36-C14,OX407_Ecol
1844,d3ef209d-8156-496d-b07a-bc7d6168297d,APHA,MSG15-C12,OX405_Ecol
1847,d40e96f8-feb5-4f64-b78b-c918e772b363,OXFORD,L21795,OX290_Ecol
1848,d4157616-f1f0-45fd-8e8a-9a14ada0cecf,OXFORD,L14054,OX1365_Ecol_Oxf_BLC
1849,d44731e5-762b-411a-81ec-55a1cbdd6522,OXFORD,L91655,OX280_Ecol
1851,d4796152-6de9-485d-973e-3d668a6040a5,HICF,HICF79_I1_E1,361_Ecol_batch15
1852,d4b27795-ffbd-44d4-a4df-19806e7f59d8,APHA,MSG03-C07,OX405_Ecol
1853,d4c2f9c3-195c-4c2c-afbe-c58479b01d1d,OXFORD,T34239,OX319_Ecol
1854,d4c6049a-3c05-44c0-a5cc-ad1e04a2d263,OXFORD,H59730,OX1365_Ecol_Oxf_BLC
1855,d50ef199-9cab-4512-8b1e-dee14c1cc714,APHA,MSG41-C07,OX408_Ecol
1856,d54c8a48-7055-4b7c-bd52-19ecede1aefa,OXFORD,L47692,OX1357_Ecol_Oxf_BLC
1857,d56fbd30-fb14-428b-990a-6e607749136b,OXFORD,L17075,OX1365_Ecol_Oxf_BLC
1858,d5a8f1c5-e267-434a-9347-eb09966332b0,HICF,HICF233_I1_E1,362_Mixd_batch35
1859,d5a95a1d-0496-403c-8712-5b362962d58e,OXFORD,L69020,OX1364_Ecol_Oxf_BLC
1861,d5f95895-905e-4bca-abbc-f7cb24abeb61,OXFORD,M75716,OX300_Ecol
1862,d60d52fd-1c93-416f-97d1-04de2216d2bc,OXFORD,X47032,OX299_Ecol
1863,d6224c78-0cfa-4699-b043-bed4bf05e20c,APHA,MSG50-C06,OX410_Ecol
1864,d622ba84-2503-44d1-8ae6-8b40f51c3a6d,OXFORD,L32565,OX274_Ecol
1865,d646368b-c8c1-4f31-b042-348caf94ea98,OXFORD,L28628,OX300_Ecol
1866,d67c7863-ec6e-42fc-8b6f-62ee4b9ac79d,OXFORD,H26461,OX299_Ecol
1869,d6c29df2-2a7e-48fd-859a-71e9c5d2ad08,OXFORD,L13887,OX291_Ecol
1870,d6d1d79f-8c97-4bf1-b43e-9635e7a4feb4,APHA,MSG12-C08,OX405_Ecol
1871,d735e213-8ad6-40dd-9a8f-9a3110f3e686,OXFORD,H5453,OX320_Kpne
1872,d74424b0-7230-46cc-ba94-db7128dcca01,OXFORD,L44325,OX299_Ecol
1874,d7947cd7-f563-418e-97d0-76c79d44e8e6,OXFORD,L78267,OX289_Ecol
1875,d7aa11b4-d0b1-4281-bde7-333b7dc1b294,OXFORD,L23103,OX1366_Ecol_Oxf_BLC
1876,d7bcc5d1-f945-4418-a96b-c71fc439d2d0,APHA,MSG46-C14,OX410_Ecol
1877,d7d0c73d-93c4-4728-825c-e46c1ae731a2,HICF,HICF251_I1_E1,362_Mixd_batch35
1878,d80c2151-3d83-425f-98de-ecab98306efe,OXFORD,L3526,OX291_Ecol
1879,d81c3543-09b3-4722-b326-66093e7a199c,HICF,HICF552_I1_E1,375_Mixd_batch37
1880,d828742e-6363-48b5-a7ee-76f392f11508,OXFORD,T72068,OX290_Ecol
1881,d85f43c5-c914-4934-8ad7-5a882787e4ef,OXFORD,L30883,OX299_Ecol
1882,d8950102-a52d-4ba0-bcab-2a531713b94f,OXFORD,L72445,OX289_Ecol
1883,d89b797f-b5aa-4c6d-843f-215f1d43198f,APHA,MSG19-C24,OX405_Ecol
1884,d8b56b69-cacf-4fdf-870c-f87d7323692c,OXFORD,L65921,OX1364_Ecol_Oxf_BLC
1885,d8be2a4c-4ffd-4165-b176-cfc80ad89574,HICF,HICF37_I1_E1,307_Mixd_batch32
1886,d8df0019-fd8d-4e23-a1ee-0219e878771d,OXFORD,L19608,OX274_Ecol
1887,d8e70aae-4465-45e0-befa-996035a3f1c6,APHA,MSG50-C18,OX410_Ecol
1888,d8fdc447-6c85-42f9-acdb-5a4b3d1b45e6,OXFORD,L77811,OX289_Ecol
1889,d935934d-464f-43c3-899d-4304f1c3dfc8,APHA,MSG42-C11,OX408_Ecol
1890,d94c02d6-9f00-418f-a4a8-629b07ef24e2,OXFORD,L36271,OX1366_Ecol_Oxf_BLC
1891,d97985f0-cecb-4b0c-9cf1-c78182cd56d6,OXFORD,L690,OX291_Ecol
1892,d98e6fa3-706c-4335-a58b-34b46880551c,OXFORD,L39815,OX290_Ecol
1893,d9a14f4f-f412-4b3e-992a-ae02a46b55ec,HICF,HICF227_I1_E1,362_Mixd_batch35
1894,d9a79835-398b-4a6c-8c27-67038c6d3f16,APHA,MSG40-C11,OX408_Ecol
1895,d9ad49c9-ddf1-4243-83fc-2aa4b84d6307,OXFORD,L46497,OX291_Ecol
1897,da0a271e-b52e-4154-9c3d-7d46bf954146,APHA,MSG19-C07,OX1173_ECOL_APHA_Molsig
1898,da133902-ea27-47e1-ad01-fdddf439ff6f,OXFORD,L75348,OX289_Ecol
1900,da23e23c-606f-4c02-9c87-61dab09c231c,APHA,MSG25-C12,OX406_Ecol
1901,da4b49bd-b690-4707-8cba-ecf163aa1746,OXFORD,L32800,OX299_Ecol
1902,da62b209-905f-4f87-828a-f2fb83304024,APHA,MSG17-C17,OX405_Ecol
1903,dad2515e-316c-4adc-a018-94451eb91a76,APHA,MSG13-C13,OX405_Ecol
1904,daf15d7d-69cb-4963-8abc-1bd359c56145,OXFORD,L88138,OX1365_Ecol_Oxf_BLC
1905,db1b2378-d246-4a25-b251-174fc7f4963c,APHA,MSG37-C07,OX408_Ecol
1906,db1c1891-6f23-40ab-b12d-dd27ba7033a2,OXFORD,L53448,OX1364_Ecol_Oxf_BLC
1907,db22b88f-aafe-4465-82cb-ad6453e2ca36,APHA,MSG13-C11,OX404_Ecol
1908,db26a2af-06c7-4da0-8288-b359c0fa24c4,OXFORD,L25659,OX300_Ecol
1909,db3342dc-7998-44bf-873f-006c7e4fb6d9,APHA,MSG51-C15,OX410_Ecol
1910,db47718d-e660-494b-9d77-6f0d0f3fc82f,OXFORD,L27353,OX300_Ecol
1911,db4eea01-7f37-4ed3-ab02-d3a3c39f69ec,OXFORD,L31735,OX299_Ecol
1914,dc29b3b4-1986-4978-9a44-94887adec077,OXFORD,L12047,OX291_Ecol
1916,dc90a30e-2cf7-4d95-afac-88275be60735,APHA,MSG45-C08,OX410_Ecol
1918,dceb4cb3-f193-4b6c-a324-3e0099af819e,OXFORD,L35269,OX290_Ecol
1919,dcf60d1b-80fa-4934-9f32-a56366ced064,APHA,MSG17-C19,OX404_Ecol
1920,dcffa450-bf61-4b7a-8427-40f7f0972c38,OXFORD,T11483,OX1364_Ecol_Oxf_BLC
1921,dd128208-ca93-4bc9-af59-312a1972dd85,OXFORD,L23474,OX300_Ecol
1924,dd94954d-b8e6-4289-8d98-628447f4a21e,APHA,MSG06-C03,OX404_Ecol
1925,dda5cbde-2bc8-4353-9fe2-03db7bfa5611,OXFORD,L41231,OX274_Ecol
1926,ddaebe24-4b81-46f9-ac43-a2cfcdb9f068,OXFORD,L31913,OX1366_Ecol_Oxf_BLC
1927,ddc6e16e-a1c9-4ac6-b03c-f3f0f6c63382,OXFORD,L37995,OX299_Ecol
1928,de12c63a-6fdc-4915-8aeb-bb37b4e89d54,HICF,HICF877,OX58_MIXED
1930,de4bafcb-24eb-447b-9632-868d24a6d732,OXFORD,L23912,OX300_Ecol
1931,de724a92-7521-4b76-9307-8bf969dc6196,OXFORD,L36261,OX290_Ecol
1933,deaa5fd8-6dd2-4f23-aa14-c5ef9eb8c5db,OXFORD,L37967,OX299_Ecol
1934,deebcd2d-32c4-4daf-a7d8-48313104c967,APHA,MSG46-C12,OX410_Ecol
1935,df368ffd-9c7a-4409-9b11-24b40677272f,OXFORD,T55729,OX299_Ecol
1936,df45feca-d24f-482d-a99c-603dbea63965,HICF,HICF885,OX59_MIXED
1939,df543322-c38e-4b76-9230-6c208a95e700,OXFORD,L95121,OX1365_Ecol_Oxf_BLC
1940,df9f0983-e0d3-4b5f-a0e0-27f60857be4c,OXFORD,L92556,OX1365_Ecol_Oxf_BLC
1941,dfa13158-d041-47ea-a49c-bf77e2487659,OXFORD,M68347,OX319_Ecol
1942,dfad8f45-820d-49a1-b0ae-a70e06f6012f,APHA,MSG24-C07,OX406_Ecol
1943,dfd362bd-574d-4480-96fd-58948c07b55e,HICF,HICF890,OX59_MIXED
1944,e002bfa3-a306-432c-846b-243feeee6bd6,OXFORD,L52229,OX1364_Ecol_Oxf_BLC
1945,e02a9759-0399-4aa2-a032-db637338542d,OXFORD,L1885,OX290_Ecol
1947,e04f2b84-ba3f-4caf-9ffb-5a11253d97a1,APHA,MSG21-C18,OX406_Ecol
1948,e0acabbb-e362-492e-a0fc-82e9c0db627c,HICF,HICF653,OX32_Ecol
1949,e0b33a19-48e4-464f-bff3-490e09d7066d,HICF,HICF171_I1_E1,361_Ecol_batch15
1951,e0c3d2a2-a107-4068-8095-f44f2482d6c8,OXFORD,M77491,OX300_Ecol
1952,e0c5b5f1-8367-4a41-a284-6d104fb40381,OXFORD,L11312,OX291_Ecol
1953,e0c7f58a-4b12-4ac9-bd05-73e71e4b8d08,OXFORD,F1097,OX320_Kpne
1954,e0d4d1e8-24b1-4f27-8390-bb772311f071,OXFORD,L11938,OX1373_Ecol_Oxf_BLC
1956,e120470d-cf7a-49e5-896a-1e4d9072d67d,OXFORD,L23276,OX300_Ecol
1958,e1e79656-1c5b-4125-ba68-e98f5bf03015,APHA,MSG26-C11,OX1173_ECOL_APHA_Molsig
1959,e21ba09e-7c02-4bad-806d-fb7306179797,APHA,MSG08-C15,OX404_Ecol
1960,e220d87c-c42f-4801-9f5e-3329d465e3c7,OXFORD,L97732,OX1365_Ecol_Oxf_BLC
1961,e2546c57-e340-4a96-a164-50d00fbf98f2,OXFORD,L90166,OX1365_Ecol_Oxf_BLC
1962,e272a928-270b-42c8-b0ba-3ea8eb1f2397,OXFORD,L54925,OX289_Ecol
1964,e2c29d3f-ad6c-46b8-a06f-1807d9703334,HICF,HICF855,OX58_MIXED
1965,e2c6a1a0-d5c9-4a61-8b5a-909951012ee6,APHA,MSG15-C14,OX404_Ecol
1966,e2ccddd5-0322-441e-8b75-7d4d01478494,OXFORD,S56430,OX290_Ecol
1967,e2cfc4bd-d385-49d0-a5eb-d10768e0c13d,OXFORD,L40177,OX274_Ecol
1968,e340e655-1fde-4fba-901f-0d6a5b6342bc,OXFORD,L32727,OX299_Ecol
1969,e34a890d-869c-4704-bb1d-48541749afcd,OXFORD,L10275,OX280_Ecol
1970,e35c3490-4a40-4bd5-9c94-ae26432133cf,OXFORD,L85637,OX280_Ecol
1971,e36cc7ef-aeca-423c-b848-bdf4f819b4d2,OXFORD,L63908,OX1364_Ecol_Oxf_BLC
1972,e3913471-81f8-4169-b075-d65c8213e335,OXFORD,H15958,OX300_Ecol
1973,e3af0d58-3c16-4395-aae3-87d53974b9cc,APHA,MSG20-C17,OX406_Ecol
1974,e3b495b1-0c79-4f7e-86c9-fb963510b73a,APHA,MSG44-C17,OX408_Ecol
1975,e3b89ad5-fd2d-4181-913a-cbab6eb46690,OXFORD,L50615,OX290_Ecol
1976,e3f7d89a-7fc9-4f79-93e2-64e6bd55ce76,APHA,MSG46-C11,OX410_Ecol
1977,e408ac89-44da-4f60-8b84-d882fb298670,APHA,MSG11-C16,OX405_Ecol
1978,e42253a6-b856-44e6-8c55-7720eb4eb95a,HICF,HICF903,OX59_MIXED
1979,e4243827-282f-45bb-81c6-98e28a090f70,APHA,MSG15-C10,OX405_Ecol
1980,e4247fff-cd14-433d-81fa-0b04cdd6b518,HICF,HICF223_I1_E1,362_Mixd_batch35
1981,e430203e-ce0f-4ba2-950c-efbf26ee9429,OXFORD,L17667,OX274_Ecol
1982,e4508d20-28fe-4234-b0ef-f3a580763da3,HICF,HICF618,OX32_Ecol
1983,e4b49015-f05a-4dd0-abfc-34b295189068,HICF,HICF4_I1_E1,374_Mixd_batch36
1984,e4c60651-d53e-42b2-b55a-3fd52041a438,HICF,HICF209_I1_E1,362_Mixd_batch35
1985,e4d20ffa-ee85-4319-9eb9-812a263751fb,OXFORD,L33943,OX299_Ecol
1986,e4ef1a08-081c-48bb-9a94-9e3f9ac94296,OXFORD,F17384,OX300_Ecol
1987,e50f832f-72d4-4cb7-b7c9-09ec7852e94b,HICF,HICF72_I1_E1,361_Ecol_batch15
1988,e5100306-af93-470d-951e-09764db62cad,OXFORD,L83344,OX280_Ecol
1989,e5259f74-23e5-48ba-8e53-8b13f6da2f37,OXFORD,L6762,OX280_Ecol
1990,e526985a-21d7-4752-ad9b-284768e4fd48,OXFORD,L87669,OX280_Ecol
1991,e5600699-2ff5-4bf5-9ed9-a88c38564d27,HICF,HICF843,OX58_MIXED
1992,e570bcf9-b3fc-43b1-98f8-df6f780cd9ee,APHA,MSG09-C07,OX404_Ecol
1993,e596fa8e-72bd-43e2-bbfa-78aa699904fe,APHA,MSG30-C17,OX407_Ecol
1994,e5b7a9c1-4579-46ce-9fb4-52e0780a584c,APHA,MSG11-C07,OX404_Ecol
1995,e5c06897-7f35-47b8-92be-68003fb7c9d7,APHA,MSG28-C11,OX407_Ecol
1996,e5e4c792-efb9-4aa9-af1a-87a7ac6f893f,OXFORD,L11238,OX319_Ecol
1997,e61e754b-d470-44a5-8e2a-07bccafb4781,APHA,MSG23-C09,OX406_Ecol
1998,e63f66e3-7eb9-400c-93b7-81bba717321a,OXFORD,L17951,OX274_Ecol
1999,e64729b9-15e6-4fa1-b4d2-42f1c6aa8008,APHA,MSG14-C08,OX405_Ecol
2000,e64be72c-9b40-4f05-9a2c-6a60878ed32f,OXFORD,L33572,OX299_Ecol
2001,e6632d04-ab8a-4f6a-8053-ebef1bbc98e8,APHA,MSG43-C08,OX1179_ECOL_APHA_Molsig
2002,e66fa78f-9edb-4eb6-8a68-d9f28d20f01b,HICF,HICF912,OX59_MIXED
2004,e68058bd-069b-483b-98f8-bcf3f60860c5,APHA,MSG26-C13,OX406_Ecol
2006,e6ca08bc-dc22-458e-981b-8f35ac6ebc79,HICF,HICF153_I1_E1,361_Ecol_batch15
2007,e6cdb8b5-4021-48ec-bd78-3b30f0019fd9,OXFORD,L13275,OX319_Ecol
2008,e6cf2a8c-3314-4abe-93d4-d1741592b695,OXFORD,L9570,OX1365_Ecol_Oxf_BLC
2009,e6deba2d-2cda-4597-ab76-00a45c3f9142,OXFORD,L21198,OX274_Ecol
2011,e707f22c-0e5b-4a3c-bd8a-153791dbf34e,HICF,HICF56_I1_E1,361_Ecol_batch15
2012,e716c10b-e8c7-4385-a40e-ff488175faeb,APHA,MSG49-C15,OX410_Ecol
2013,e7561e56-a7af-414e-b672-6d9e0b090123,OXFORD,F14826,OX300_Ecol
2014,e76055a1-bf7d-4001-9903-1b53d374e19d,APHA,MSG03-C05,OX405_Ecol
2015,e7b0d544-eb74-41b3-9cfb-93dc7403b5c1,OXFORD,L36926,OX290_Ecol
2016,e7b5959e-aaa9-4cfa-816c-9da60bf23376,APHA,MSG08-C10,OX404_Ecol
2017,e7c6aee1-596f-467c-95f6-0b936ed93fba,OXFORD,L38014,OX274_Ecol
2018,e7d99742-7906-45df-9c9a-bb7152269690,OXFORD,L23532,OX290_Ecol
2019,e7daf5fc-96e3-45be-907f-1b7440d4cd6f,APHA,MSG11-C08,OX404_Ecol
2020,e8233d21-4772-40ad-ab0b-2c8626e632dc,APHA,MSG51-C08,OX410_Ecol
2021,e85d0f3d-d1ee-4673-8fed-e7a04dbdd83f,APHA,MSG40-C08,OX408_Ecol
2022,e86ab1a1-bc2d-4864-aa00-504ac0575b99,HICF,HICF819,OX58_MIXED
2023,e87d74a0-99d7-43fe-bc98-6131b682aa63,OXFORD,L91572,OX1365_Ecol_Oxf_BLC
