,guuid,source,sampleid,plate_code
370,2bca19f6-e0c3-44b9-8d8b-29a8fe8c5d7d,OXFORD,L85931,OX280_Ecol
371,2bdf715f-2251-480f-bfcf-ee058eec15c0,APHA,MSG22-C07,OX406_Ecol
372,2bf92449-b2f8-4151-8e78-99bb7a1f90f6,OXFORD,L91427,OX280_Ecol
373,2c2bf06f-b487-4814-832d-979d2cbc2c31,OXFORD,L44188,OX290_Ecol
375,2c508326-ba04-43b8-9071-7fdb215270c1,OXFORD,L68380,OX1364_Ecol_Oxf_BLC
376,2c54bf8a-bb6e-4dd7-b642-08afbfc8f8f3,APHA,MSG08-C16,OX405_Ecol
377,2c5f7d71-bcf0-4ae1-b19d-5c41dbe8b356,OXFORD,L41777,OX290_Ecol
378,2cda790b-8a4e-427e-ac31-478ab2842900,APHA,MSG40-C18,OX408_Ecol
379,2cf381d9-dc0a-4191-8e2f-15dbd10a7d2e,HICF,HICF892,OX59_MIXED
381,2d8fd353-2016-40f8-999e-e39205d240c8,APHA,MSG12-C14,OX404_Ecol
383,2dcf5e1a-7cf5-4975-8087-2d9eb36d62af,OXFORD,L79572,OX289_Ecol
384,2de2b554-c378-4bd3-a3cd-c1d049b083d4,OXFORD,L32348,OX299_Ecol
385,2e072381-61d9-47b6-8015-326545e7f009,OXFORD,L43402,OX290_Ecol
386,2e0a5390-0251-4add-ba6b-ecab76fe6f9f,OXFORD,W45405,OX290_Ecol
390,2e849c74-f041-4399-bfea-4ccc5b098728,APHA,MSG10-C10,OX404_Ecol
391,2ee9b511-24a6-4156-95cb-7022dcb0c4bf,HICF,HICF822,OX58_MIXED
392,2eeebf4f-2f6a-4b75-8436-7aa9c6cc95de,OXFORD,L47955,OX290_Ecol
393,2f220d7c-e2e9-4317-8cd4-941051d71f82,OXFORD,W70533,OX1365_Ecol_Oxf_BLC
394,2f2da31d-e6a4-4341-a8b7-2bf20c5086cc,HICF,HICF816,OX58_MIXED
395,2f323715-3e85-403f-8a6e-7eddb06d7539,OXFORD,L71825,OX289_Ecol
396,2f4b606e-4bcf-4743-86a3-01e2c1b7e3de,OXFORD,L49936,OX291_Ecol
397,2f5d84d1-f1ba-42a5-9d80-8d273aa5e634,APHA,MSG27-C17,OX407_Ecol
398,2f8f8144-a944-4142-8812-e5cae4a631f3,OXFORD,W22438,OX300_Ecol
400,2f9f8652-de2a-4944-a685-f88a09cf837e,OXFORD,L69746,OX289_Ecol
401,2fbbb304-904c-4546-9878-3993808f2f1e,APHA,MSG50-C08,OX410_Ecol
402,2fc8a960-e94c-4472-a5ee-180f4f03f52c,OXFORD,L18585,OX1365_Ecol_Oxf_BLC
403,2fe907a6-25cd-402c-bdab-17cb4bf72171,OXFORD,L55579,OX289_Ecol
404,302015b9-e2b3-4c88-adc2-f89878c471a8,OXFORD,L31237,OX299_Ecol
406,305b0125-d138-458d-b8c9-dc13979687d3,OXFORD,L84279,OX1364_Ecol_Oxf_BLC
407,30885196-fd93-4153-ad48-4536c63a6821,OXFORD,T39441,OX319_Ecol
408,308d4d9a-bf8a-47c7-bb1e-12d9e3189356,HICF,HICF225_I1_E1,362_Mixd_batch35
409,30b8ee1d-418e-4a30-bef6-648f08a8e1d1,APHA,MSG53-C14,OX410_Ecol
410,30d77eb9-5bfc-4bab-9570-3622fa262d59,APHA,MSG04-C10,OX404_Ecol
411,31037176-2c27-4929-a1a3-7c4e7e073c4c,OXFORD,L46053,OX291_Ecol
412,31467530-45d2-4034-ac7c-d84b1af02138,HICF,HICF139_I1_E1,361_Ecol_batch15
413,3154cb5f-0d57-4e70-80dc-79c4a7f27bd8,OXFORD,T57561,OX299_Ecol
414,31695b2f-6223-4f17-8869-cf93e6403258,APHA,MSG23-C04,OX406_Ecol
415,318bb4cf-bb39-4aa5-ac0b-f250d6175aa2,APHA,MSG06-C14,OX405_Ecol
416,318c0c12-0431-4bc8-b849-cf9ff688b433,APHA,MSG24-C13,OX406_Ecol
417,319e4341-1112-4a78-9cc6-210402b0f415,OXFORD,L84434,OX1364_Ecol_Oxf_BLC
418,31a11469-d856-4066-9f78-1577a1c4ae74,OXFORD,X48182,OX291_Ecol
419,31c25768-e20e-46bc-8c70-122109ac201c,OXFORD,L19455,OX300_Ecol
421,321ef7fe-5846-4f4d-9318-52ae5b0b143c,OXFORD,L45124,OX290_Ecol
422,321f36e5-5b31-4926-93e9-417c31f2bc51,HICF,HICF226_I1_E1,362_Mixd_batch35
423,32254dda-8a66-47e8-9e3e-c089c35b8fae,APHA,MSG05-C06,OX405_Ecol
424,3256b551-612f-4c68-a52b-252306a4232f,HICF,HICF896,OX59_MIXED
425,3273c931-1308-4bdd-a3d9-e57c8985dbc6,APHA,MSG35-C15,OX407_Ecol
426,327e778a-1242-4a05-a359-b8d0cd738f8e,OXFORD,L44209,OX1366_Ecol_Oxf_BLC
427,329334b5-73d1-4ed9-bd47-12d921c5f7e3,HICF,HICF35_I1_E1,307_Mixd_batch32
428,32b5c36c-ca72-4809-968a-b21e7472b920,OXFORD,L31292,OX299_Ecol
429,32cf3c06-22a4-4d26-abf6-6444dad5070f,OXFORD,L86339,OX280_Ecol
430,32d60e94-7d77-438d-932e-ca6c88f9492e,HICF,HICF875,OX58_MIXED
431,32d7519e-d84d-4308-93f1-c97397701b65,HICF,HICF851,OX58_MIXED
432,32d7847c-20ff-4506-80a5-495d7d0905fd,APHA,MSG53-C03,OX410_Ecol
433,3341269f-e2ae-412f-90e0-28e3a10101e7,HICF,HICF257_I1_E1,362_Mixd_batch35
435,33640ccb-23ce-4bf9-95be-c61fd7454540,OXFORD,L44955,OX299_Ecol
436,337fca7b-e5f4-4ee8-bd3f-5b27cfd99042,OXFORD,L68712,OX289_Ecol
438,33a208b2-62aa-46b2-873e-d013f5bae79d,HICF,HICF124_I1_E1,361_Ecol_batch15
439,33a5d096-6efc-4582-bf13-275e8451a778,HICF,HICF68_I1_E1,361_Ecol_batch15
441,33de56ff-506f-4a39-97d8-da5ed37313f0,OXFORD,L56717,OX289_Ecol
442,33e90d98-3b1a-4012-9f32-8060c7d0e43c,APHA,MSG12-C09,OX405_Ecol
443,33ebaf56-dd44-4047-aefd-000634a77147,APHA,MSG55-C09,OX1173_ECOL_APHA_Molsig
444,34021b14-c736-429c-ad1d-09ca542d1a91,OXFORD,L12187,OX1365_Ecol_Oxf_BLC
445,345808bf-a495-4718-97b4-514b7bcbeb9d,OXFORD,L17814,OX274_Ecol
446,347e53d9-86d2-43d1-8982-0f89d7f31591,OXFORD,L59558,OX289_Ecol
450,34c13f56-0b63-4f08-b490-c3f24614e4e5,OXFORD,L38294,OX299_Ecol
451,34c90d1b-f9b5-4a67-9fb7-6ace907aebc8,OXFORD,L85586,OX1364_Ecol_Oxf_BLC
452,3531e8fc-7704-46f3-ba92-84ee06998659,HICF,HICF849,OX58_MIXED
453,3544ee8c-3c61-4f50-aabc-94e0ebf05c54,APHA,MSG42-C09,OX408_Ecol
454,35795945-3070-4500-8141-42711c82ba0b,OXFORD,L47502,OX291_Ecol
456,35b92e3c-98f1-4691-94c0-6fe8b3fcc9ff,APHA,MSG10-C14,OX404_Ecol
458,35f8755b-e963-4b57-9067-24027e72cad3,HICF,HICF3_I1_E1,307_Mixd_batch32
459,35f87d36-35d0-4183-a95c-09c6f2ac8ece,APHA,MSG31-C18,OX407_Ecol
460,360d05a7-d41f-4458-bcb6-ac97621acea2,HICF,HICF833,OX58_MIXED
462,36702f7c-78d0-4064-a7eb-ace929e3fbb5,OXFORD,S55086,OX291_Ecol
463,369cd5ea-9901-4a20-87b1-bac7fea4c2f5,APHA,MSG54-C03,OX410_Ecol
464,369d8976-c506-41b8-b377-0bb7c8ab82e6,APHA,MSG21-C07,OX406_Ecol
465,36a7aef5-55ea-44dd-9a58-f6c27653ade0,OXFORD,L49216,OX291_Ecol
466,36cc5dcf-7f2f-416c-b83f-31873778d7fa,APHA,MSG38-C11,OX408_Ecol
468,36f11d59-3a1f-4a7a-9bfe-e603d705d1ed,HICF,HICF216_I1_E1,362_Mixd_batch35
469,36f1e0f6-8c26-4aed-b737-f7a65ced09a2,HICF,HICF111_I1_E1,361_Ecol_batch15
470,3701297f-0b2a-40ee-8557-ed3bc8c1b905,OXFORD,L16813,OX319_Ecol
471,371daa0d-568f-4c5a-8876-7f0c8a27829c,OXFORD,L93108,OX1365_Ecol_Oxf_BLC
472,374a7e03-4307-4f18-bda9-9f96de297b8b,APHA,MSG37-C13,OX408_Ecol
473,377cf2f4-f009-4ca1-be33-fef8776ae548,OXFORD,L12949,OX274_Ecol
474,37ce6e04-01b1-4a88-b8e5-d23aeec6c232,OXFORD,L58007,OX289_Ecol
475,37df4f07-8dfc-4a2e-ba91-f2b97db8548c,HICF,HICF51_I1_E1,361_Ecol_batch15
477,3831ed4c-eb2e-4416-a657-736acb08b8d8,APHA,MSG06-C15,OX404_Ecol
478,385683eb-156a-40bc-8119-f1acbf204a1b,OXFORD,L88799,OX1365_Ecol_Oxf_BLC
480,38b6a8fb-a0b2-4917-bd6c-b62d11abc155,APHA,MSG39-C13,OX408_Ecol
483,39600419-b2fc-41a0-a573-282012eb1f62,HICF,HICF246_I1_E1,362_Mixd_batch35
485,398f3e01-2f35-4fe8-be6f-86e217cbd0f2,OXFORD,L84632,OX280_Ecol
486,39917b72-4e59-442d-9dfb-e7de9d397a24,OXFORD,L54154,OX1364_Ecol_Oxf_BLC
488,39bf6492-282c-4a8a-a849-9c7f544e81c3,OXFORD,L11471,OX1365_Ecol_Oxf_BLC
489,39e58a30-e910-4721-9c0a-305df8edc00f,APHA,MSG44-C05,OX408_Ecol
490,39f73ab2-b167-4eaf-b1aa-97f46126c4fe,APHA,MSG46-C06,OX406_Ecol
492,3a4b0497-effc-45c0-98b8-9248fe193c38,OXFORD,L53935,OX1364_Ecol_Oxf_BLC
493,3a5f1934-3c11-47f3-89f2-5640fc796ba3,OXFORD,L10439,OX319_Ecol
494,3a6b154d-edac-467f-b43d-5ddf8a2601eb,APHA,MSG36-C16,OX407_Ecol
495,3a6b8476-2aca-42e5-950c-17c75dafa172,HICF,HICF174_I1_E1,361_Ecol_batch15
496,3a8f2481-e8a3-4805-b81f-2e123ea81e17,OXFORD,L45796,OX1366_Ecol_Oxf_BLC
497,3aa8972e-1627-4e6d-a2a0-c025eae5a6f7,HICF,HICF118_I1_E1,361_Ecol_batch15
499,3ac8e22f-029f-47d8-bca9-06289da35550,OXFORD,L36004,OX274_Ecol
500,3ace2797-1fa5-4c6d-990a-8aac23c9a112,OXFORD,L3288,OX280_Ecol
502,3b0be8ee-100d-431b-bbcc-ec854e272309,HICF,HICF871,OX58_MIXED
503,3b59e031-155f-49c6-9304-0b013537042c,OXFORD,L77923,OX1364_Ecol_Oxf_BLC
506,3b940e21-e6e5-4fa6-b563-ea3a52c37497,HICF,HICF185_I1_E1,361_Ecol_batch15
507,3bba80a2-7cf5-4e21-abd9-99b361bd9733,OXFORD,M6505,OX291_Ecol
508,3bcd3d92-9137-49d4-a8a5-5617fec92b4d,APHA,MSG08-C14,OX404_Ecol
509,3bd690d5-a36d-427e-948f-2b5189e8e3dd,APHA,MSG37-C08,OX408_Ecol
510,3c079c92-435e-4f79-94d9-a9d651653283,OXFORD,L86375,OX280_Ecol
511,3c13a861-11b1-4c6c-8dfc-9d632b3edb22,OXFORD,L94579,OX280_Ecol
514,3c471052-6b80-46ad-afa4-6b99bf1fe3bd,APHA,MSG50-C09,OX410_Ecol
515,3c4d9862-1365-4409-91c5-587cdf719f5a,APHA,MSG51-C11,OX410_Ecol
516,3c8ed04b-7254-4c23-ad49-e5ce30403178,OXFORD,W37338,OX299_Ecol
517,3cd5eb82-82cf-487e-b896-b53e90df88a7,OXFORD,L32311,OX1366_Ecol_Oxf_BLC
518,3ce81188-aecd-40ac-af83-6c68fd9ece14,OXFORD,L95211,OX1365_Ecol_Oxf_BLC
519,3d136bca-4e5f-4214-a58c-c71620bb3f92,OXFORD,L65853,OX1364_Ecol_Oxf_BLC
521,3d5bc63a-8c51-4291-9986-5ef545fa874b,OXFORD,L39070,OX299_Ecol
522,3d99e292-d591-4200-857e-5f6124cfd5db,OXFORD,L33428,OX1366_Ecol_Oxf_BLC
523,3da3381e-c0a4-4840-b521-f944a37f0c72,APHA,MSG31-C14,OX407_Ecol
524,3e0bf841-3493-40cc-8f3f-c77843beb9de,APHA,MSG14-C07,OX404_Ecol
525,3e460d1c-1eb5-4fed-b1c6-b514b1403daa,OXFORD,L11240,OX319_Ecol
527,3ee3a0a1-5960-4fa2-a4b6-ebbd5ba3b527,APHA,MSG40-C14,OX408_Ecol
528,3eeb8fe3-c47e-4196-a168-017273763f19,APHA,MSG03-C06,OX404_Ecol
529,3ef7aa8c-5c22-4e5f-8490-7cf549b36dea,OXFORD,L17062,OX1365_Ecol_Oxf_BLC
530,3f14c247-2e92-4f42-b367-9fba460835b1,APHA,MSG15-C17,OX405_Ecol
531,3f25edd1-9152-48dc-8af6-cd4cc3bfaeda,APHA,MSG17-C06,OX405_Ecol
532,3f7022a8-3944-4187-a4ff-0cb76691b49c,OXFORD,T40501,OX319_Ecol
533,3f8a2705-971f-460d-9b5e-b96dbc5c3f64,OXFORD,L49207,OX290_Ecol
534,3f987d46-7e69-4248-9a5a-1c9386a2a235,APHA,MSG55-C06,OX1173_ECOL_APHA_Molsig
535,3fa6f13c-b26f-4e30-8da1-e562a763fd68,OXFORD,L16141,OX274_Ecol
536,3fb53556-5530-4106-9088-8376de5c0067,APHA,MSG35-C03,OX407_Ecol
537,3fbc8a69-fd71-4f76-8790-cfeab97cfe3c,OXFORD,L63979,OX1364_Ecol_Oxf_BLC
538,3fc63a64-eb5c-4c7f-b499-7dbdfbff3398,APHA,MSG42-C14,OX408_Ecol
539,40435a69-3c84-4ea0-8261-56d139ec76a1,APHA,MSG32-C18,OX1179_ECOL_APHA_Molsig
540,405a27a0-fc9e-4706-ac4c-b7bd50193f6d,OXFORD,S50342,OX300_Ecol
542,40ccd7ae-29f4-4e53-806d-067bb349e5b8,OXFORD,L69539,OX289_Ecol
543,40d3600a-49ed-4adc-9afc-8ed87f987b01,OXFORD,L88132,OX1365_Ecol_Oxf_BLC
544,40e23244-64db-460e-a23b-c2f044405162,HICF,HICF876,OX58_MIXED
545,40fa8cb1-b107-4aaf-8121-379e61a73316,OXFORD,L92596,OX280_Ecol
546,4118afbd-8169-4d14-a96a-f7d19b27efb3,HICF,HICF205_I1_E1,362_Mixd_batch35
547,41a10834-e5b7-4e77-a27e-77cba2ee1654,HICF,HICF52_I1_E1,374_Mixd_batch36
548,41a5490b-c58b-432a-9da4-582af3bf4a24,OXFORD,L31372,OX299_Ecol
549,41cbc493-11e3-4a63-8ada-7821eb23a7ff,APHA,MSG16-C18,OX405_Ecol
550,41dadf3f-4258-4789-ae57-864ba3cdbc0b,APHA,MSG53-C09,OX1173_ECOL_APHA_Molsig
551,421585db-e049-4710-9169-6a46b0f2ba70,OXFORD,L26573,OX290_Ecol
552,42198580-27f6-45ac-b208-4785ab399432,APHA,MSG13-C09,OX404_Ecol
554,42386db1-be8c-4a1f-8ed5-329da18451a3,OXFORD,L47948,OX290_Ecol
556,42711ff4-6b3d-4350-9157-a198332c0520,HICF,HICF103_I1_E1,374_Mixd_batch36
557,42ac984d-6c05-4700-b843-71193d7bc932,OXFORD,L17235,OX319_Ecol
558,42f9f760-882d-4787-b9d1-75f7530b9fc2,OXFORD,L70688,OX1364_Ecol_Oxf_BLC
560,430f2bd4-b37d-4f25-b9c2-baf9e47f4574,OXFORD,L23076,OX1366_Ecol_Oxf_BLC
561,4352182f-a2ab-43a7-a249-7c2d2e356349,APHA,MSG16-C17,OX405_Ecol
562,4380aa25-a625-4064-97cf-b54fe18feadc,OXFORD,L20841,OX274_Ecol
564,43adf718-4649-4857-94f3-c1969d9615c9,HICF,HICF136_I1_E1,374_Mixd_batch36
567,43f7daf9-035d-45ba-b6db-1b02ef682e0e,APHA,MSG18-C17,OX405_Ecol
568,441009de-af98-43f6-9933-982b7e45813c,OXFORD,L88231,OX1365_Ecol_Oxf_BLC
569,446bac93-9fd6-4673-b6bd-aafc6dd2bd95,OXFORD,L1198,OX291_Ecol
570,4472caec-32a3-479e-9f25-a8c811d1f5f1,APHA,MSG42-C16,OX408_Ecol
572,44858c68-5073-458c-a5d4-d4e59a0913bf,OXFORD,L13481,OX291_Ecol
573,4490e1c4-8109-478c-8999-8b396a3ba37d,APHA,MSG55-C11_r,OX1173_ECOL_APHA_Molsig
574,44942a89-0c07-439c-a0fa-02f68ee4f437,OXFORD,L83276,OX280_Ecol
577,44fe9a74-1114-416d-b1bf-6a2baa89a47e,OXFORD,L16008,OX274_Ecol
581,455f0fa0-e4c9-42f0-b226-ad40f263719f,OXFORD,L86424,OX280_Ecol
582,45736b7e-e28c-4ab1-b1c7-17ae954d437f,HICF,HICF685,OX32_Ecol
583,458d5586-8714-48d8-9614-1bccbe8e519f,OXFORD,L95728,OX1365_Ecol_Oxf_BLC
584,4594ca43-7704-4d06-aad4-eb244dcd225e,APHA,MSG19-C22,OX405_Ecol
585,45b47af8-ceb1-491f-b166-b409c75bd836,APHA,MSG39-C16,OX408_Ecol
586,460d7318-1f63-45a0-a504-d6814b3e4e45,APHA,MSG08-C09,OX404_Ecol
588,462c0ab0-e1c7-404c-a055-eba55c0d42a8,APHA,MSG57-C07,OX1173_ECOL_APHA_Molsig
589,4631b10b-b58b-4393-9649-38b9e86b543f,HICF,HICF904,OX59_MIXED
590,46343aac-28a9-4304-9bb1-b27488765bbb,APHA,MSG52-C15,OX410_Ecol
591,464aa6bd-8717-469c-984f-807c71e31688,APHA,MSG53-C01,OX410_Ecol
592,465d9282-4486-42cf-ad4c-5e8e4cb39c43,OXFORD,L46525,OX291_Ecol
593,466c6064-d029-4eec-96f5-58e81f5d6936,OXFORD,L3466,OX290_Ecol
594,46843ac5-1824-4767-a6f8-a0426129d630,HICF,HICF539_I1_E1,375_Mixd_batch37
595,468ae463-f7b4-49ce-9e28-a4d3ee83291c,OXFORD,L78078,OX1364_Ecol_Oxf_BLC
596,468fda16-965a-447f-b93a-74986365793d,APHA,MSG25-C07,OX1173_ECOL_APHA_Molsig
597,4692afca-531f-4446-9867-db5b7e488ece,OXFORD,L31822,OX1366_Ecol_Oxf_BLC
598,469765cc-9b5e-4ac6-a4ef-a002ef00e2ec,OXFORD,L65600,OX1364_Ecol_Oxf_BLC
599,46a31c04-6e53-4327-a64d-af17ea2aa40a,APHA,MSG04-C09,OX404_Ecol
600,46a410d7-c850-48de-aeb3-4ad2f8ddbe15,APHA,MSG28-C10,OX407_Ecol
601,46aa0946-6e26-4a3a-b800-b9c61d668b44,OXFORD,S58786,OX280_Ecol
602,46c16d11-8042-4ccd-b6fd-f9b0e276c467,OXFORD,H56273,OX1364_Ecol_Oxf_BLC
603,46d9f6d0-44a8-4e81-9546-5969d8ee94f2,APHA,MSG30-C07,OX407_Ecol
604,46ecaf51-b9a1-446e-98ba-06ff1b8162f7,OXFORD,L31590,OX274_Ecol
605,46f8c6f6-39ed-4a2b-9955-d3887e656479,OXFORD,L45705,OX274_Ecol
607,47031fef-6208-467d-9881-9be19052b468,OXFORD,H66089,OX1366_Ecol_Oxf_BLC
608,4738a2a8-6656-44c7-8b8d-4811cd5e2ece,HICF,HICF805,OX58_MIXED
611,479b24e4-e663-4b48-8806-32ab4a0d6787,OXFORD,L15243,OX319_Ecol
612,479c728d-e4c4-40a7-b0ef-1cfc33fc9789,OXFORD,L67818,OX289_Ecol
613,47bda03a-801f-4258-85e8-a670ab52b82e,OXFORD,L18775,OX1365_Ecol_Oxf_BLC
614,47c00d46-6168-4d6b-a83f-9c749b33311a,OXFORD,L53045,OX1364_Ecol_Oxf_BLC
615,47d056be-c683-4c87-b5e2-f82941b09516,OXFORD,M70758,OX319_Ecol
616,48101ef5-2a19-4dbe-82ae-a045611a47ee,OXFORD,L49599,OX290_Ecol
617,481afa04-2c1e-4a09-991f-714aaf748b8c,OXFORD,W33095,OX299_Ecol
618,482cd501-884e-49bb-b20c-aaa1d66fa267,OXFORD,L27986,OX300_Ecol
620,48633311-59d8-49bd-aad9-7bf0786fe076,OXFORD,L32280,OX274_Ecol
623,48cea246-08bf-430c-a8dc-20568ddee6f9,OXFORD,L46848,OX274_Ecol
624,48de4a5f-e254-4099-a176-b5547dfd15f1,APHA,MSG43-C18,OX1179_ECOL_APHA_Molsig
625,48e8da4b-5547-45be-8788-63fa04895346,HICF,HICF42_I1_E1,361_Ecol_batch15
626,490c3fb1-48a7-4882-8845-17181d9d6e7d,OXFORD,L18730,OX291_Ecol
627,4911a562-7b57-4376-a909-2114b1cc194f,OXFORD,L79021,OX1364_Ecol_Oxf_BLC
628,49222497-3024-4d11-8b14-fd5e93ee2cdc,OXFORD,L29342,OX1366_Ecol_Oxf_BLC
629,49362683-270f-488c-8a0e-c2447154f5be,OXFORD,L14472,OX319_Ecol
630,4961139c-06c8-499b-9e76-bef4fcc96c52,OXFORD,L12581,OX319_Ecol
631,496438b8-5ba8-4aae-8ef7-c07fa888e296,OXFORD,W70117,OX1365_Ecol_Oxf_BLC
633,49c959fb-0c83-4c4d-bc02-1d8bf63537ca,APHA,MSG43-C13,OX408_Ecol
634,4a813403-0a19-4c49-8611-ceb44c54827a,OXFORD,L34085,OX290_Ecol
637,4abb0540-cd2e-4916-a56c-0ed2bd551f48,HICF,HICF34_I1_E1,307_Mixd_batch32
639,4b2a711f-7c26-4839-8590-6c0e4f722ac1,OXFORD,L97039,OX1365_Ecol_Oxf_BLC
640,4b339ac9-3ec1-46bb-8869-1775d308886b,OXFORD,L14644,OX1365_Ecol_Oxf_BLC
641,4b4351f9-5706-4664-b046-341f7fd88d46,APHA,MSG24-C22,OX406_Ecol
644,4b7e9d95-e4b2-4dab-988e-9addb0ab3285,HICF,HICF836,OX58_MIXED
645,4b803631-6034-4868-b080-ba36bdd18d33,OXFORD,L16733,OX291_Ecol
646,4baeec70-5c3a-46f9-8690-f87371733273,OXFORD,L33020,OX299_Ecol
647,4bb2486c-ab8e-4251-a9b0-ed89b9e00536,OXFORD,L26425_m2,OX274_Ecol
648,4bb8e94c-088e-4a42-ae5d-ad33269c2c3e,OXFORD,L75079,OX289_Ecol
649,4bbdfa1b-cf65-4723-a461-50ee882e8b15,OXFORD,L16784,OX319_Ecol
650,4c1b4040-2b71-43ac-8d00-9f25c0b886ec,APHA,MSG54-C02,OX410_Ecol
651,4c28d19c-15d9-487d-bf8b-2021a306b368,OXFORD,L6113,OX291_Ecol
652,4c43cc81-fd9e-49de-b349-858331ff7c35,APHA,MSG11-C17,OX404_Ecol
653,4c5c91b2-2493-456d-9026-a0b901bbd997,HICF,HICF148_I1_E1,361_Ecol_batch15
654,4c8657d5-867f-44ae-ab6e-03110f2f415d,APHA,MSG04-C13,OX404_Ecol
655,4cdaecfb-f545-496f-ad90-5c93d9261f16,OXFORD,L34275,OX290_Ecol
656,4d05cef4-e928-4a92-940d-8fef76aefa68,OXFORD,L10842,OX319_Ecol
657,4d0f2635-81e7-47ff-9d38-c03fe1e14095,OXFORD,L24545,OX1366_Ecol_Oxf_BLC
658,4d41f12f-8f1f-4770-9c6f-7691229390df,OXFORD,L79846,OX1364_Ecol_Oxf_BLC
659,4d79cc70-f9e9-462e-8df4-79fc5b0fbbca,OXFORD,L17354,OX1365_Ecol_Oxf_BLC
660,4d803174-1364-4c6f-b6c5-fe6ae4b65229,HICF,HICF112_I1_E1,361_Ecol_batch15
661,4d996302-0c00-4240-8a95-52d08c2c64e1,OXFORD,H35674,OX290_Ecol
662,4da9722e-4ff3-4c81-9174-cad586d6b2a6,APHA,MSG45-C09,OX410_Ecol
663,4db7e724-3818-4570-ae09-f12e1d9b0ef7,HICF,HICF154_I1_E1,361_Ecol_batch15
664,4dc153e6-f1bf-40f9-abf7-f0358ee8c4dd,HICF,HICF540_I1_E1,375_Mixd_batch37
665,4e133a06-c4af-43b8-9b5b-146ba402e496,OXFORD,L8277,OX320_Kpne
666,4e348ea6-b019-44b0-ac17-02d114c9c348,HICF,HICF854,OX58_MIXED
668,4e4b5202-06ab-44fc-8655-98160e31d368,HICF,HICF864,OX58_MIXED
670,4e99133b-45d8-4941-90b4-c2d54df4ed6d,OXFORD,L45732,OX290_Ecol
672,4ef9c7e3-0c6a-4fac-830b-385ded23fac1,HICF,HICF852,OX58_MIXED
673,4efe3984-f0ee-4fd3-bd05-4ccc7cbe384c,HICF,HICF67_I1_E1,374_Mixd_batch36
675,4f6bfcf9-5329-4483-a993-4634c120063f,APHA,MSG13-C17,OX405_Ecol
676,4f6e1dfc-6f41-4f81-bf3a-32de220c6cd9,OXFORD,L46818,OX274_Ecol
677,4f75f8e0-56ea-40e1-a21b-9c4e8d04c0a4,OXFORD,L25284,OX290_Ecol
678,4f77ab5e-97f2-46d4-b7df-fae527fd0a59,HICF,HICF158_I1_E1,361_Ecol_batch15
679,4faaa750-85a7-4b7d-8718-d3bca6491ea7,HICF,HICF23_I1_E1,307_Mixd_batch32
681,4fee9dab-92f9-4565-8276-b036b18f5b51,OXFORD,L65465,OX289_Ecol
683,502d1825-e661-4ef7-ae4f-f743a898a60e,OXFORD,F58957,OX1365_Ecol_Oxf_BLC
684,503f417e-2290-4851-915d-a6eaf619e401,OXFORD,L45194,OX274_Ecol
685,5049d4f4-2e75-4f6e-ab47-072e916eef2a,HICF,HICF22_I1_E1,307_Mixd_batch32
686,505b96ed-a828-4c8b-b5ea-49c919988ccc,APHA,MSG08-C12,OX404_Ecol
687,5070e463-7930-4ee6-8e22-03e4171103b7,HICF,HICF80_I1_E1,374_Mixd_batch36
689,5075d8d3-2bc5-4ec7-a6de-0508b328bee8,OXFORD,M15758,OX289_Ecol
690,5094d453-76fd-4c9e-bca0-ea8bf252e7b7,APHA,MSG10-C09,OX404_Ecol
691,50a86f45-1197-40fa-8a2b-c49659b4d76b,APHA,MSG50-C14,OX410_Ecol
692,50cd9d81-69a9-4ea4-8964-86c93312eb7a,OXFORD,L33527,OX299_Ecol
693,50ff7ee5-aaf5-4beb-854c-52726b36eeed,HICF,HICF882,OX59_MIXED
694,513654df-c4b5-4684-b304-e3f53c67c1c9,OXFORD,L92470,OX280_Ecol
695,5177aaad-70b8-47d2-a8ef-bdc85369e698,OXFORD,H12717,OX319_Ecol
696,51bea429-d7bd-4112-991e-a5fcfe52fba6,APHA,MSG38-C17,OX1173_ECOL_APHA_Molsig
697,51ef404d-cf48-49c4-81fa-e53bb1887461,OXFORD,H10359,OX319_Ecol
698,521cf4ee-b058-4939-8699-53321c343a8a,OXFORD,L42846,OX290_Ecol
699,521eb091-b404-4a56-b854-43b09e0e1cba,APHA,MSG10-C17,OX404_Ecol
700,522e9ac9-8e9c-4709-a736-ec4889eb9c7f,HICF,HICF629,OX32_Ecol
701,526cdeda-de59-458f-b58d-120723bbf7ab,OXFORD,S57389,OX289_Ecol
702,52a477c2-3b70-4952-8e1a-8d1f0f3f7dd8,OXFORD,X46331,OX299_Ecol
703,52d3fd8e-dee0-41e1-baca-d0b0643d1624,OXFORD,L80759,OX289_Ecol
704,52d46abb-ad60-4f04-9b70-a03b057d258f,OXFORD,T10665,OX1364_Ecol_Oxf_BLC
705,52ee330f-d68b-4327-8880-fc0e1f48fe2f,OXFORD,H26046,OX299_Ecol
706,530a76a4-43d4-4b7e-ae53-96701d103482,APHA,MSG16-C10,OX404_Ecol
708,53574726-2fb1-4cd7-abea-ac38d7453c9e,OXFORD,L79606,OX289_Ecol
709,53954f28-5d3e-493c-bfab-b52b234c8601,OXFORD,H34744,OX291_Ecol
710,53a25791-f1ad-460c-a83c-3120b05c9512,HICF,HICF646,OX32_Ecol
