isolate,pattern,simulatable,contig
7028c304-70ae-4a4f-b33e-0caf01c57287,aadA11_2_AJ567827:aadA12_1_AY665771:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:ant(3'')-Ia_1_X02340,True,NODE_51_length_10654_cov_87.659166
7028c304-70ae-4a4f-b33e-0caf01c57287,sul1_2_U12338:sul1_5_EU780013,True,NODE_61_length_5932_cov_52.161230
31695b2f-6223-4f17-8869-cf93e6403258,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_41_length_21714_cov_94.661552
b1ff6ba1-d4cc-4ec0-bc97-6c0f626766c7,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_68_length_7672_cov_57.875181
b1ff6ba1-d4cc-4ec0-bc97-6c0f626766c7,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_96_length_2197_cov_65.410849
0bb6dcf8-ad8f-470b-babd-cbffaae37ded,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_44_length_18835_cov_76.142126
0bb6dcf8-ad8f-470b-babd-cbffaae37ded,sul1_2_U12338:sul1_5_EU780013,True,NODE_44_length_18835_cov_76.142126
0bb6dcf8-ad8f-470b-babd-cbffaae37ded,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_44_length_18835_cov_76.142126
9029f94c-628c-4214-8eeb-4ab4c6bb137e,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_51_length_7136_cov_69.430089
9029f94c-628c-4214-8eeb-4ab4c6bb137e,sul1_2_U12338:sul1_5_EU780013,True,NODE_51_length_7136_cov_69.430089
5f3cc6c5-8b46-4d3a-b484-5b0467bedecb,blaCMY-105_1_KJ207205:blaCMY-2_1_X91840,True,NODE_8_length_154530_cov_43.979910
5f3cc6c5-8b46-4d3a-b484-5b0467bedecb,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,True,NODE_8_length_154530_cov_43.979910
5cc76a1f-ce1e-4c2c-83c6-953a9355db6f,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_28_length_35820_cov_76.018857
ea91051e-c78d-455c-bc9f-70e55dd459e0,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_81_length_1762_cov_48.445351
ea91051e-c78d-455c-bc9f-70e55dd459e0,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2b_1_D43625,True,NODE_62_length_3173_cov_70.867571
ea91051e-c78d-455c-bc9f-70e55dd459e0,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_48_length_8085_cov_36.318432
6bfca6d0-4e35-45ef-8e0f-a8e2e38cf5df,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
56a35fef-0907-44c3-b1d8-beed9a237393,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_17_length_97896_cov_53.168434
1a0ccddc-b2d7-4fb9-ae4b-807f3232408a,blaCMY-4_1_LNHZ01000079:blaCMY-68_1_JN714480,True,NODE_50_length_26482_cov_72.299262
1a0ccddc-b2d7-4fb9-ae4b-807f3232408a,aac(6')-Ib-cr_1_DQ303918,False,
1a0ccddc-b2d7-4fb9-ae4b-807f3232408a,aac(6')-Ib-cr_1_DQ303918:aac(6')-Ib11_1_AY136758:aac(6')-Ib3_1_X60321,True,NODE_140_length_625_cov_176.082117
1a0ccddc-b2d7-4fb9-ae4b-807f3232408a,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA1_5_JX185132:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA5_1_AF137361:ant(3'')-Ia_1_X02340,False,
1a0ccddc-b2d7-4fb9-ae4b-807f3232408a,sul1_2_U12338:sul1_5_EU780013,True,NODE_130_length_1000_cov_265.489707
e85d0f3d-d1ee-4673-8fed-e7a04dbdd83f,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_41_length_17354_cov_100.456966
e85d0f3d-d1ee-4673-8fed-e7a04dbdd83f,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,True,NODE_48_length_7450_cov_139.857860
e85d0f3d-d1ee-4673-8fed-e7a04dbdd83f,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_59_length_2473_cov_91.260434
beeb5115-cc91-4d08-9edf-d040b4d3c2b2,sul1_2_U12338:sul1_5_EU780013,True,NODE_37_length_11234_cov_25.290132
e8b26a0c-703c-46cf-9d06-8a4329ad4279,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_70_length_6340_cov_141.893342
689fff13-f52d-418f-9ec9-5eb57b7de009,sul1_2_U12338:sul1_5_EU780013,True,NODE_104_length_3510_cov_36.183222
689fff13-f52d-418f-9ec9-5eb57b7de009,dfrA7_1_AB161450:dfrA7_5_AJ419170,True,NODE_104_length_3510_cov_36.183222
b231a131-61b9-4c72-bbfe-a5a6a6aa90a1,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_50_length_6811_cov_68.296852
b231a131-61b9-4c72-bbfe-a5a6a6aa90a1,sul1_2_U12338:sul1_5_EU780013,True,NODE_45_length_10118_cov_68.894134
46c16d11-8042-4ccd-b6fd-f9b0e276c467,aph(3'')-Ib_5_AF321551,False,
46c16d11-8042-4ccd-b6fd-f9b0e276c467,aph(6)-Id_1_M28829,False,
46c16d11-8042-4ccd-b6fd-f9b0e276c467,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_43_length_11526_cov_51.028561
9ea15dbc-3af8-4a1f-ac06-39f904876134,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_44_length_19702_cov_36.275924
9ea15dbc-3af8-4a1f-ac06-39f904876134,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_94_length_1520_cov_120.026334
9ea15dbc-3af8-4a1f-ac06-39f904876134,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
9ea15dbc-3af8-4a1f-ac06-39f904876134,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_44_length_19702_cov_36.275924
8df29dab-af99-4617-9b43-4ef0d07c8259,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_53_length_11723_cov_53.901597
86ff6ebb-6527-4998-b44d-fad22fc5883c,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_46_length_13182_cov_122.914231
afceeb92-efee-4475-b94c-a08c6d79b022,blaTEM-1B_1_AY458016,False,
afceeb92-efee-4475-b94c-a08c6d79b022,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_101_length_4055_cov_56.464052
afceeb92-efee-4475-b94c-a08c6d79b022,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_101_length_4055_cov_56.464052
c65f924e-b3af-4ef3-af28-9c2157946737,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_6_length_289786_cov_43.116275
c65f924e-b3af-4ef3-af28-9c2157946737,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_6_length_289786_cov_43.116275
01475fd2-0ded-416b-9161-99bfde244595,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_58_length_12438_cov_20.547690
01475fd2-0ded-416b-9161-99bfde244595,sul1_2_U12338:sul1_5_EU780013,True,NODE_58_length_12438_cov_20.547690
01475fd2-0ded-416b-9161-99bfde244595,dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_58_length_12438_cov_20.547690
15b258e4-8a83-45ee-b5eb-d63bd7eddcb2,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_58_length_860_cov_103.053640
15b258e4-8a83-45ee-b5eb-d63bd7eddcb2,sul1_2_U12338:sul1_5_EU780013,True,NODE_47_length_5490_cov_46.510253
15b258e4-8a83-45ee-b5eb-d63bd7eddcb2,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_6_length_249007_cov_52.816716
5070e463-7930-4ee6-8e22-03e4171103b7,sul1_2_U12338:sul1_5_EU780013,True,NODE_36_length_10394_cov_55.608413
c038da86-4368-404a-b439-629558921209,aph(3')-Ia_1_V00359,False,
c038da86-4368-404a-b439-629558921209,sul1_2_U12338:sul1_5_EU780013,True,NODE_47_length_11624_cov_68.985624
05103f53-4000-4f6f-9b06-dbd7c41dd073,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_49_length_11047_cov_58.284777
05103f53-4000-4f6f-9b06-dbd7c41dd073,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_68_length_4531_cov_55.847777
05103f53-4000-4f6f-9b06-dbd7c41dd073,sul1_2_U12338:sul1_5_EU780013,True,NODE_49_length_11047_cov_58.284777
05103f53-4000-4f6f-9b06-dbd7c41dd073,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_49_length_11047_cov_58.284777
0513f9ac-3a30-418f-afb2-47c75c76a6dc,sul1_2_U12338:sul1_5_EU780013,True,NODE_82_length_7329_cov_40.556950
0513f9ac-3a30-418f-afb2-47c75c76a6dc,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_82_length_7329_cov_40.556950
7bd9dfe3-26df-4b84-8e65-d58cf98ac3a6,aac(3)-IV_1_DQ241380:aac(3)-IVa_1_X01385,True,NODE_56_length_10716_cov_77.137513
7bd9dfe3-26df-4b84-8e65-d58cf98ac3a6,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA22_1_AM261837:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,False,
7bd9dfe3-26df-4b84-8e65-d58cf98ac3a6,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_34_length_40145_cov_87.087651
7bd9dfe3-26df-4b84-8e65-d58cf98ac3a6,sul1_2_U12338:sul1_5_EU780013,True,NODE_59_length_8994_cov_46.932489
7bd9dfe3-26df-4b84-8e65-d58cf98ac3a6,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_106_length_875_cov_51.107769
74054029-0328-4c67-b0e3-ba3460ad2799,blaCMY-42_1_HM146927:blaCMY-90_1_HE819404,True,NODE_39_length_20774_cov_63.513794
74054029-0328-4c67-b0e3-ba3460ad2799,sul1_2_U12338:sul1_5_EU780013,True,NODE_50_length_10056_cov_30.319872
829e531e-b003-47d9-a6a3-468bc06702f8,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_59_length_10118_cov_80.242570
3f987d46-7e69-4248-9a5a-1c9386a2a235,blaSHV-100_1_AM941846:blaSHV-12_1_KF976405:blaSHV-165_1_JX121131,True,NODE_52_length_2251_cov_61.671573
3f987d46-7e69-4248-9a5a-1c9386a2a235,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_25_length_40122_cov_56.711699
3f987d46-7e69-4248-9a5a-1c9386a2a235,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:ant(3'')-Ia_1_X02340,True,NODE_4_length_342257_cov_31.461362
019966d5-53a6-44fc-86c1-5dc411e2fb2e,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,True,NODE_31_length_38265_cov_75.463549
0fa661b6-271e-4201-aaa3-8739dfbe5c0f,sul1_2_U12338:sul1_5_EU780013,True,NODE_74_length_6594_cov_60.451895
2a9329ca-671f-4e69-b4bc-93b9499f422c,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_60_length_7988_cov_45.728227
a49fc1b9-58aa-4c6a-b48a-ccf6daede7ef,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_49_length_22648_cov_66.387311
29bcca51-bee9-47b3-92c6-595d05f8f14c,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_30_length_54778_cov_101.246028
4b4351f9-5706-4664-b046-341f7fd88d46,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA5_1_AF137361:ant(3'')-Ia_1_X02340,False,
4b4351f9-5706-4664-b046-341f7fd88d46,sul1_2_U12338:sul1_5_EU780013,True,NODE_45_length_9230_cov_40.381405
c23c4453-e757-4493-907b-063611aa6bfa,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_39_length_13537_cov_97.238856
c23c4453-e757-4493-907b-063611aa6bfa,sul1_2_U12338:sul1_5_EU780013,True,NODE_39_length_13537_cov_97.238856
c23c4453-e757-4493-907b-063611aa6bfa,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_39_length_13537_cov_97.238856
a5e491dd-deec-424c-9baf-d86dcdab4d72,blaCMY-4_1_LNHZ01000079:blaCMY-81_1_JQ733578,True,NODE_13_length_144344_cov_37.631579
a5e491dd-deec-424c-9baf-d86dcdab4d72,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2_2_JQ364967:aadA5_1_AF137361,False,
a5e491dd-deec-424c-9baf-d86dcdab4d72,sul1_2_U12338:sul1_5_EU780013,True,NODE_77_length_1316_cov_60.669088
c70835af-9058-4b2c-b0af-e0937411b366,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
6a5ef212-0c9a-4f6f-8384-54bde3ef0b5b,sul1_2_U12338:sul1_39_AY522923:sul1_5_EU780013,False,
6a5ef212-0c9a-4f6f-8384-54bde3ef0b5b,dfrA7_1_AB161450:dfrA7_5_AJ419170,True,NODE_10_length_183047_cov_43.881543
292f176b-d44c-41d5-9041-ce4e6aa2e77b,sul1_2_U12338:sul1_5_EU780013,True,NODE_32_length_16498_cov_69.551306
566b9360-c8ba-4f91-89e2-129692825305,blaTEM-1B_1_AY458016:blaTEM-1D_1_AF188200,True,NODE_70_length_4467_cov_125.315490
4490e1c4-8109-478c-8999-8b396a3ba37d,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_87_length_1762_cov_42.822186
4490e1c4-8109-478c-8999-8b396a3ba37d,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625,True,NODE_66_length_3173_cov_70.413114
4490e1c4-8109-478c-8999-8b396a3ba37d,aph(3'')-Ib_3_AF321550:aph(3'')-Ib_2_AF024602,True,NODE_48_length_8085_cov_35.623127
cba3fc94-2e94-41d9-a91d-931469e83590,aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_52_length_16026_cov_51.958869
cba3fc94-2e94-41d9-a91d-931469e83590,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_88_length_1984_cov_50.443629
cba3fc94-2e94-41d9-a91d-931469e83590,sul2_2_AY034138:sul2_3_HQ840942:sul2_6_FN995456,False,
cba3fc94-2e94-41d9-a91d-931469e83590,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_52_length_16026_cov_51.958869
84bb73c0-3deb-4d8a-9a86-c8e891247f28,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_72_length_1762_cov_100.569875
84bb73c0-3deb-4d8a-9a86-c8e891247f28,aadA11_2_AJ567827:aadA12_1_AY665771:aadA23_1_AJ809407:aadA2_1_NC_010870:aadA2b_1_D43625,True,NODE_65_length_3173_cov_117.642442
84bb73c0-3deb-4d8a-9a86-c8e891247f28,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_51_length_11823_cov_55.950196
9c240243-741f-4e20-9f9b-8410336bf5a0,sul1_2_U12338:sul1_5_EU780013,True,NODE_49_length_10217_cov_42.350986
d06ca63d-df5f-4064-b75f-463a1c28f142,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_10_length_105373_cov_64.335777
d06ca63d-df5f-4064-b75f-463a1c28f142,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_4_AF313472,True,NODE_69_length_27094_cov_56.520117
d06ca63d-df5f-4064-b75f-463a1c28f142,sul1_2_U12338:sul1_5_EU780013,True,NODE_10_length_105373_cov_64.335777
e9876cfd-9ca2-477a-9021-ab3a7cd74c39,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_56_length_13236_cov_94.366441
e9876cfd-9ca2-477a-9021-ab3a7cd74c39,sul1_2_U12338:sul1_5_EU780013,True,NODE_56_length_13236_cov_94.366441
e9876cfd-9ca2-477a-9021-ab3a7cd74c39,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_56_length_13236_cov_94.366441
fde1a2d0-b03c-426a-91f2-d9fad66d8c8b,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_105_length_862_cov_134.431847
fde1a2d0-b03c-426a-91f2-d9fad66d8c8b,sul1_2_U12338:sul1_5_EU780013,True,NODE_61_length_15754_cov_76.083562
fde1a2d0-b03c-426a-91f2-d9fad66d8c8b,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_71_length_8582_cov_53.059377
cefe672d-89a9-48eb-bcc5-312eb1344aad,sul1_2_U12338:sul1_5_EU780013,True,NODE_37_length_11233_cov_378.893779
4f6e1dfc-6f41-4f81-bf3a-32de220c6cd9,dfrA30_1_AM997279:dfrA5_1_X12868,True,NODE_22_length_65713_cov_54.648044
8c892c36-5beb-417b-af27-9a34e428c929,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA1_4_JQ480156:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,False,
8c892c36-5beb-417b-af27-9a34e428c929,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_60_length_24910_cov_47.880925
19f1f26a-387d-42f1-b3b6-b469270f6d40,sul1_2_U12338:sul1_5_EU780013,True,NODE_55_length_5359_cov_67.024233
0c1dc4d9-18c5-4cf8-9986-53024743c2c0,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_42_length_13029_cov_74.240349
d98e6fa3-706c-4335-a58b-34b46880551c,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_4_JQ480156:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_16_length_138688_cov_48.828239
d98e6fa3-706c-4335-a58b-34b46880551c,dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_16_length_138688_cov_48.828239
d16243fc-7112-491c-966d-8691304a121b,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,False,
d80c2151-3d83-425f-98de-ecab98306efe,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_53_length_3262_cov_46.548509
d80c2151-3d83-425f-98de-ecab98306efe,sul2_2_AY034138:sul2_6_FN995456,True,NODE_77_length_944_cov_91.454441
d80c2151-3d83-425f-98de-ecab98306efe,dfrA1_10_AF203818:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_53_length_3262_cov_46.548509
70100926-e514-4a93-b45d-a1290216bc84,blaTEM-1A_1_HM749966:blaTEM-1C_1_FJ560503,True,NODE_135_length_1466_cov_228.643629
205d7787-f391-4322-8198-28e854ad64b7,blaCMY-42_1_HM146927:blaCMY-78_1_JQ733575,True,NODE_53_length_21831_cov_109.872345
c6cce41d-1e35-474b-b2ff-004d4cbf47b6,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_49_length_10384_cov_43.669254
5d47cbbb-621e-4070-88d2-593debc26a56,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA17_1_FJ460181:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_39_length_15621_cov_47.408067
5d47cbbb-621e-4070-88d2-593debc26a56,dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926:dfrA1_9_AJ238350,True,NODE_39_length_15621_cov_47.408067
0ed8195d-73ea-425a-a45b-9b4ba89b85a3,sul1_2_U12338:sul1_5_EU780013,True,NODE_60_length_10637_cov_66.101231
976f22f9-8340-4dfe-863b-de0324da491d,sul1_2_U12338:sul1_5_EU780013,True,NODE_35_length_11079_cov_60.840803
466c6064-d029-4eec-96f5-58e81f5d6936,aadA11_2_AJ567827:aadA12_1_AY665771:aadA13_1_AY713504:aadA17_1_FJ460181:aadA1_2_FJ591054:aadA1_3_JQ414041:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_30_length_20420_cov_50.734405
466c6064-d029-4eec-96f5-58e81f5d6936,sul1_2_U12338:sul1_5_EU780013,True,NODE_30_length_20420_cov_50.734405
526cdeda-de59-458f-b58d-120723bbf7ab,aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:aadA24_1_DQ677333:ant(3'')-Ia_1_X02340,True,NODE_20_length_79805_cov_113.634093
526cdeda-de59-458f-b58d-120723bbf7ab,sul1_2_U12338:sul1_5_EU780013,True,NODE_20_length_79805_cov_113.634093
f7029b0d-c6f9-4131-bfe1-0c712b67d47d,blaCTX-M-14b_1_DQ359215:blaCTX-M-16_1_AY029068,True,NODE_33_length_22526_cov_89.330438
f7029b0d-c6f9-4131-bfe1-0c712b67d47d,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_65_length_1791_cov_68.745041
f7029b0d-c6f9-4131-bfe1-0c712b67d47d,dfrA14_1_KF921535:dfrA14_5_DQ388123,True,NODE_44_length_7409_cov_95.246045
e120470d-cf7a-49e5-896a-1e4d9072d67d,aadA11_2_AJ567827:aadA12_1_AY665771:aadA17_1_FJ460181:aadA1_5_JX185132:aadA24_1_AM711129:ant(3'')-Ia_1_X02340,True,NODE_49_length_11047_cov_57.538013
e120470d-cf7a-49e5-896a-1e4d9072d67d,aph(6)-Id_4_CP000971:aph(6)-Id_1_M28829,False,
e120470d-cf7a-49e5-896a-1e4d9072d67d,sul1_2_U12338:sul1_5_EU780013,True,NODE_49_length_11047_cov_57.538013
e120470d-cf7a-49e5-896a-1e4d9072d67d,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_49_length_11047_cov_57.538013
d3ef209d-8156-496d-b07a-bc7d6168297d,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_61_length_7988_cov_50.088105
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_37_length_11226_cov_73.091309
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,aph(3'')-Ib_5_AF321551,False,
bdbb0f62-ea10-4f35-baba-6cc8d1b3ff9d,dfrA14_4_AF393510:dfrA14_5_DQ388123,True,NODE_39_length_6867_cov_417.219882
41cbc493-11e3-4a63-8ada-7821eb23a7ff,aadA11_2_AJ567827:aadA12_1_AY665771:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,False,
41cbc493-11e3-4a63-8ada-7821eb23a7ff,sul1_2_U12338:sul1_5_EU780013,True,NODE_66_length_12691_cov_43.820755
41cbc493-11e3-4a63-8ada-7821eb23a7ff,dfrA1_10_AF203818:dfrA1_5_EU089668:dfrA1_7_AJ400733:dfrA1_8_X00926,True,NODE_174_length_723_cov_53.424149
792f7021-3e8d-44a0-a0bd-1820879ceac3,blaCMY-114_1_KM087846:blaCMY-2_1_X91840,True,NODE_49_length_7052_cov_60.108817
792f7021-3e8d-44a0-a0bd-1820879ceac3,aph(6)-Id_1_M28829:aph(6)-Id_4_CP000971,True,NODE_50_length_6811_cov_51.821948
792f7021-3e8d-44a0-a0bd-1820879ceac3,sul1_2_U12338:sul1_5_EU780013,True,NODE_47_length_10117_cov_56.875797
e04f2b84-ba3f-4caf-9ffb-5a11253d97a1,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_5_AF321551,True,NODE_35_length_13847_cov_88.432026
b4efba02-3853-44d1-843d-3beb8e185d52,aadA11_2_AJ567827:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2b_1_D43625:ant(3'')-Ia_1_X02340,True,NODE_36_length_14491_cov_119.756001
5d35f47d-32f6-4275-8677-a248f0bee188,sul1_2_U12338:sul1_5_EU780013,True,NODE_50_length_10217_cov_50.831657
82e40b8d-1917-4b47-b772-8e4989dbe90c,qnrS1_1_AB187515:qnrS6_1_HQ631376,True,NODE_28_length_46505_cov_111.571185
82e40b8d-1917-4b47-b772-8e4989dbe90c,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_57_length_6332_cov_150.608953
b10bd606-37fb-4123-9999-36128197e634,sul1_2_U12338:sul1_5_EU780013,True,NODE_45_length_7113_cov_32.766202
ba0efe47-9e8d-4fa0-8b4b-f6720b5c8eb5,aadA11_2_AJ567827:aadA13_1_AY713504:aadA15_1_DQ393783:aadA1_3_JQ414041:aadA24_1_AM711129:aadA2_1_NC_010870:aadA2_2_JQ364967:ant(3'')-Ia_1_X02340,True,NODE_20_length_92006_cov_111.383013
ba0efe47-9e8d-4fa0-8b4b-f6720b5c8eb5,aph(3'')-Ib_2_AF024602:aph(3'')-Ib_3_AF321550,True,NODE_34_length_40533_cov_75.103545
